clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,34,20,2017
282,Atlético-MG,34,10,2017
293,Atlético-PR,34,12,2017
314,Avaí,34,19,2017
265,Bahia,34,9,2017
263,Botafogo,34,6,2017
315,Chapecoense,34,13,2017
264,Corinthians,34,1,2017
294,Coritiba,34,15,2017
283,Cruzeiro,34,5,2017
262,Flamengo,34,7,2017
266,Fluminense,34,14,2017
284,Grêmio,34,2,2017
275,Palmeiras,34,3,2017
303,PontePreta,34,18,2017
277,Santos,34,4,2017
276,SãoPaulo,34,11,2017
292,Sport,34,17,2017
267,Vasco,34,8,2017
287,Vitória,34,16,2017
