clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,37,20,2017
282,Atlético-MG,37,10,2017
293,Atlético-PR,37,13,2017
314,Avaí,37,18,2017
265,Bahia,37,11,2017
263,Botafogo,37,8,2017
315,Chapecoense,37,9,2017
264,Corinthians,37,1,2017
294,Coritiba,37,16,2017
283,Cruzeiro,37,5,2017
262,Flamengo,37,6,2017
266,Fluminense,37,14,2017
284,Grêmio,37,3,2017
275,Palmeiras,37,2,2017
303,PontePreta,37,19,2017
277,Santos,37,4,2017
276,SãoPaulo,37,12,2017
292,Sport,37,17,2017
267,Vasco,37,7,2017
287,Vitória,37,15,2017
