clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,38,20,2017
282,Atlético-MG,38,9,2017
293,Atlético-PR,38,11,2017
314,Avaí,38,18,2017
265,Bahia,38,12,2017
263,Botafogo,38,10,2017
315,Chapecoense,38,8,2017
264,Corinthians,38,1,2017
294,Coritiba,38,17,2017
283,Cruzeiro,38,5,2017
262,Flamengo,38,6,2017
266,Fluminense,38,14,2017
284,Grêmio,38,4,2017
275,Palmeiras,38,2,2017
303,PontePreta,38,19,2017
277,Santos,38,3,2017
276,SãoPaulo,38,13,2017
292,Sport,38,15,2017
267,Vasco,38,7,2017
287,Vitória,38,16,2017
