clube_id,clube,rodada_id,clube_rank,ano
373,Atlético-GO,26,20,2017
282,Atlético-MG,26,9,2017
293,Atlético-PR,26,8,2017
314,Avaí,26,18,2017
265,Bahia,26,13,2017
263,Botafogo,26,6,2017
315,Chapecoense,26,12,2017
264,Corinthians,26,1,2017
294,Coritiba,26,19,2017
283,Cruzeiro,26,5,2017
262,Flamengo,26,7,2017
266,Fluminense,26,16,2017
284,Grêmio,26,3,2017
275,Palmeiras,26,4,2017
303,PontePreta,26,15,2017
277,Santos,26,2,2017
276,SãoPaulo,26,14,2017
292,Sport,26,17,2017
267,Vasco,26,10,2017
287,Vitória,26,11,2017
